respondent_id,xyz_vaccine,seasonal_vaccine
27171,0.038488745,0.299155255
27172,0.050823618,0.848579326
27173,0.222860279,0.545343439
27174,0.082559034,0.077312588
27175,0.077017804,0.131670883
27176,0.585910442,0.9589942
27177,0.864135905,0.95536802
27178,0.147479899,0.377788055
27179,0.093108541,0.288108261
27180,0.225837239,0.403932726
27181,0.034156745,0.81057766
27182,0.672112029,0.900671004
27183,0.046262566,0.577230302
27184,0.036684956,0.310679382
27185,0.562092467,0.808381283
27186,0.137654647,0.611050661
27187,0.081062829,0.132850776
27188,0.058988408,0.29852552
27189,0.070027201,0.536074726
27190,0.421004451,0.753785358
27191,0.127902122,0.948061409
27192,0.437481292,0.748838189
27193,0.017903924,0.100352723
27194,0.103501926,0.391584248
27195,0.032295537,0.087581779
27196,0.282390324,0.261250203
27197,0.073346415,0.651569942
27198,0.930305614,0.989166176
27199,0.033798814,0.146548679
27200,0.28120515,0.676452115
27201,0.750120961,0.922237355
27202,0.049564662,0.028661712
27203,0.051845495,0.108687022
27204,0.023719585,0.067369278
27205,0.07083075,0.271964748
27206,0.183729101,0.318254758
27207,0.081595639,0.175279569
27208,0.79924001,0.772315268
27209,0.122284737,0.276945971
27210,0.332743173,0.403649923
27211,0.084158724,0.233733669
27212,0.599201435,0.946334637
27213,0.406739718,0.43094066
27214,0.026400677,0.06784018
27215,0.17008611,0.866780617
27216,0.107307111,0.883270812
27217,0.126517758,0.182019529
27218,0.742314188,0.969857542
27219,0.443536537,0.709737091
27220,0.110499905,0.422454905
27221,0.189622389,0.62567176
27222,0.206729975,0.633653497
27223,0.040028065,0.684990419
27224,0.196795534,0.709021006
27225,0.189006069,0.281800422
27226,0.016687652,0.23541725
27227,0.17993421,0.443479
27228,0.537478853,0.858662763
27229,0.731539488,0.928135498
27230,0.204228613,0.976395148
27231,0.525162267,0.853534226
27232,0.119992674,0.55592823
27233,0.324947664,0.192946786
27234,0.040399083,0.027579535
27235,0.8685582,0.953243093
27236,0.115215072,0.926110517
27237,0.263257833,0.59449969
27238,0.324398478,0.770211639
27239,0.556366138,0.207626725
27240,0.125158832,0.476318144
27241,0.074408655,0.215261587
27242,0.117161956,0.464490457
27243,0.038742758,0.079608607
27244,0.037197694,0.105559035
27245,0.121973251,0.480124976
27246,0.835329409,0.957625568
27247,0.192052903,0.929110779
27248,0.143573187,0.535685744
27249,0.130473757,0.670490966
27250,0.093800122,0.266668514
27251,0.102998824,0.326203826
27252,0.324626385,0.595833671
27253,0.069796411,0.909214913
27254,0.901608038,0.9712251
27255,0.114762007,0.306431274
27256,0.603879677,0.95930953
27257,0.43975983,0.595356066
27258,0.504028329,0.83936624
27259,0.49143728,0.906468398
27260,0.136283238,0.442414854
27261,0.116494596,0.667206509
27262,0.199682835,0.56756429
27263,0.065899666,0.06321784
27264,0.059790074,0.073217703
27265,0.038655019,0.171084497
27266,0.147082797,0.285315371
27267,0.161402824,0.773348839
27268,0.017203276,0.168091744
27269,0.754335352,0.375777557
27270,0.027909768,0.074009084
27271,0.057152166,0.314288592
27272,0.012806765,0.343022861
27273,0.06640841,0.213973705
27274,0.151460349,0.538081886
27275,0.150811568,0.345083947
27276,0.007128989,0.10406227
27277,0.05047126,0.830645699
27278,0.163362728,0.347216277
27279,0.105819012,0.276135623
27280,0.244562078,0.374776445
27281,0.065139352,0.313123696
27282,0.081982826,0.906002597
27283,0.005831632,0.028957417
27284,0.215017882,0.266198795
27285,0.107462707,0.434946378
27286,0.079626526,0.286018601
27287,0.253065981,0.628524732
27288,0.576468825,0.83380699
27289,0.231699471,0.418082076
27290,0.016269459,0.061065754
27291,0.760420208,0.841932644
27292,0.056326016,0.689920857
27293,0.140523378,0.971556837
27294,0.017854173,0.048157924
27295,0.286883462,0.866407085
27296,0.065615385,0.796275948
27297,0.060174578,0.72360293
27298,0.102947599,0.300330264
27299,0.295984484,0.787465439
27300,0.20852852,0.964641535
27301,0.004630495,0.027040899
27302,0.110642837,0.492383146
27303,0.023101583,0.081639208
27304,0.098250661,0.782926121
27305,0.026804279,0.033963581
27306,0.212660132,0.570958659
27307,0.579938253,0.729469095
27308,0.084458203,0.167658482
27309,0.566598526,0.971268164
27310,0.054003053,0.140486343
27311,0.129208393,0.092762506
27312,0.066452986,0.334456482
27313,0.063484555,0.099697587
27314,0.033498452,0.060387822
27315,0.142632668,0.282687461
27316,0.320380754,0.778500847
27317,0.057748053,0.136804105
27318,0.244633738,0.338793815
27319,0.486242999,0.90236467
27320,0.408722938,0.670234879
27321,0.042129636,0.521300208
27322,0.609839467,0.488901734
27323,0.070490496,0.604989706
27324,0.284242703,0.565252682
27325,0.738024449,0.940431195
27326,0.13108776,0.577709458
27327,0.13086342,0.370439883
27328,0.198293772,0.50933837
27329,0.123113066,0.340201728
27330,0.014365668,0.521787611
27331,0.074339684,0.18236369
27332,0.167726083,0.954172179
27333,0.658163556,0.739575829
27334,0.057037322,0.036396011
27335,0.207027907,0.136610067
27336,0.063849934,0.187585504
27337,0.266883282,0.72191774
27338,0.206543341,0.441529851
27339,0.292500447,0.358419604
27340,0.020780755,0.208673163
27341,0.202133559,0.698016511
27342,0.028237643,0.62945373
27343,0.049333263,0.100787799
27344,0.307786155,0.572863774
27345,0.050286941,0.291670746
27346,0.842977789,0.972499169
27347,0.656103599,0.949542815
27348,0.095480163,0.297255887
27349,0.062502217,0.217941236
27350,0.226269111,0.947832713
27351,0.815568888,0.892624761
27352,0.120013628,0.430804236
27353,0.010013717,0.08989095
27354,0.175358073,0.688552829
27355,0.288273435,0.47301131
27356,0.225732347,0.466616656
27357,0.149821394,0.387582677
27358,0.234655909,0.758882219
27359,0.339974048,0.832180261
27360,0.118375671,0.545634651
27361,0.05142323,0.936847587
27362,0.23207301,0.441372038
27363,0.12863821,0.27012186
27364,0.067579648,0.489391823
27365,0.349897548,0.725516436
27366,0.52669214,0.597824054
27367,0.251103089,0.445425017
27368,0.138988934,0.51502521
27369,0.044319563,0.053195644
27370,0.021685168,0.802428545
27371,0.259267268,0.409735052
27372,0.102419706,0.259045303
27373,0.772573402,0.759143451
27374,0.029138533,0.332872501
27375,0.193966364,0.966409066
27376,0.639924301,0.430826293
27377,0.087674133,0.544098548
27378,0.064674108,0.170552346
27379,0.098137305,0.219166302
27380,0.134517734,0.949873454
27381,0.063231559,0.550483206
27382,0.307817158,0.203843381
27383,0.191938645,0.668507223
27384,0.058603396,0.328231085
27385,0.097943629,0.934442725
27386,0.323937636,0.871205101
27387,0.342692818,0.844910774
27388,0.107791535,0.188728108
27389,0.175906713,0.195411133
27390,0.01097322,0.033010161
27391,0.138908007,0.735910056
27392,0.619665732,0.852650233
27393,0.019448332,0.061925143
27394,0.017123977,0.428000919
27395,0.580746828,0.626305756
27396,0.057747073,0.072794126
27397,0.849288584,0.95334684
27398,0.502823673,0.862384171
27399,0.105117027,0.550274636
27400,0.088442097,0.750480918
27401,0.356667976,0.374789011
27402,0.119509433,0.767471723
27403,0.077621974,0.197936228
27404,0.456952601,0.236631393
27405,0.877207536,0.90026408
27406,0.115571681,0.191189852
27407,0.072257894,0.095473485
27408,0.099903629,0.663971509
27409,0.825918388,0.960762149
27410,0.058089451,0.294832617
27411,0.086889114,0.192393423
27412,0.155686918,0.913494789
27413,0.012589875,0.231966465
27414,0.667135915,0.714021424
27415,0.121585633,0.267560109
27416,0.119170254,0.307317529
27417,0.086564458,0.418082551
27418,0.387043454,0.140705322
27419,0.542513218,0.945665552
27420,0.10558259,0.191860129
27421,0.175437808,0.335498163
27422,0.238596845,0.650860059
27423,0.032017098,0.348295906
27424,0.211926662,0.490168384
27425,0.205323483,0.490505724
27426,0.117504134,0.282476893
27427,0.157143778,0.334493184
27428,0.0423701,0.194103574
27429,0.50254455,0.19158378
27430,0.067139418,0.736262939
27431,0.222357713,0.60844262
27432,0.268119139,0.652945787
27433,0.101217741,0.897026082
27434,0.084261593,0.304645085
27435,0.235601951,0.717739685
27436,0.023766772,0.10575568
27437,0.117268083,0.178069864
27438,0.069976265,0.218364228
27439,0.289685479,0.349129811
27440,0.086133021,0.185551555
27441,0.773733911,0.878056951
27442,0.155964798,0.905475713
27443,0.042360716,0.134312685
27444,0.0779536,0.058798968
27445,0.033703276,0.040451915
27446,0.118145012,0.086272088
27447,0.032851149,0.209898974
27448,0.257815068,0.555597604
27449,0.150239816,0.94048482
27450,0.025796219,0.862086154
27451,0.012740149,0.158239031
27452,0.020010805,0.103798999
27453,0.093714149,0.929169663
27454,0.081887159,0.400842115
27455,0.128950304,0.189185006
27456,0.225854585,0.447931225
27457,0.049623097,0.173799543
27458,0.101147734,0.403019917
27459,0.034271248,0.158761504
27460,0.642321853,0.898554281
27461,0.097376124,0.131045202
27462,0.049678183,0.475172619
27463,0.141879759,0.421574394
27464,0.543763388,0.590619182
27465,0.660770071,0.930818626
27466,0.00877513,0.038763523
27467,0.030655322,0.359041993
27468,0.107569451,0.399133046
27469,0.024738428,0.625637765
27470,0.869978063,0.911380698
27471,0.086596806,0.593957105
27472,0.194068622,0.507849326
27473,0.091425774,0.296181319
27474,0.186136691,0.554809154
27475,0.036018252,0.043586864
27476,0.122896842,0.502221968
27477,0.074789274,0.272917716
27478,0.020165598,0.692073132
27479,0.159552782,0.285366276
27480,0.313917704,0.73332053
27481,0.624942946,0.767317695
27482,0.409812368,0.25784678
27483,0.450869468,0.753980081
27484,0.482361714,0.934680175
27485,0.034539262,0.829120589
27486,0.120531905,0.296059604
27487,0.181888373,0.906076107
27488,0.88352639,0.932895143
27489,0.809782486,0.742002323
27490,0.013120446,0.28231639
27491,0.299494556,0.686827479
27492,0.029256143,0.56964921
27493,0.14071675,0.935137437
27494,0.416163534,0.667282844
27495,0.173464434,0.302886433
27496,0.041987312,0.139058793
27497,0.087288184,0.011452807
27498,0.045067915,0.459289452
27499,0.365121534,0.898454844
27500,0.102481424,0.886431592
27501,0.051370088,0.382148805
27502,0.070831432,0.734734512
27503,0.101061037,0.508901824
27504,0.020403928,0.020013261
27505,0.048270978,0.171217441
27506,0.551139102,0.828889518
27507,0.073877096,0.232327189
27508,0.122192709,0.364250759
27509,0.152816278,0.495725182
27510,0.637705518,0.352554321
27511,0.238928101,0.548667498
27512,0.09519441,0.222454552
27513,0.089802041,0.548685387
27514,0.420383185,0.561634187
27515,0.451133013,0.320480755
27516,0.394364381,0.812966772
27517,0.019247551,0.019973884
27518,0.845564223,0.934454893
27519,0.014514736,0.070133273
27520,0.05636427,0.156093034
27521,0.048321798,0.29451046
27522,0.063248243,0.111762835
27523,0.022689124,0.2383834
27524,0.04684941,0.486603382
27525,0.143510084,0.352135851
27526,0.612563748,0.767122894
27527,0.094485214,0.928372653
27528,0.271033806,0.806977239
27529,0.089436581,0.755299617
27530,0.067562992,0.107806937
27531,0.076526639,0.075200268
27532,0.191495708,0.959535701
27533,0.216402243,0.481451073
27534,0.054353518,0.067660948
27535,0.083357895,0.846356147
27536,0.159212737,0.398632474
27537,0.685918888,0.86834529
27538,0.304307205,0.471630384
27539,0.382406443,0.798399832
27540,0.58727503,0.197143926
27541,0.636064174,0.955360566
27542,0.059050596,0.194858038
27543,0.443279061,0.655998982
27544,0.14110828,0.225117446
27545,0.187705482,0.092078186
27546,0.776595717,0.698960207
27547,0.08062575,0.09632538
27548,0.050457611,0.929067835
27549,0.102541546,0.831286471
27550,0.174574262,0.136416924
27551,0.339611659,0.652546062
27552,0.094120603,0.825844584
27553,0.087137875,0.331080227
27554,0.265854051,0.411557721
27555,0.058909991,0.290962114
27556,0.093518141,0.759381777
27557,0.179459738,0.925379192
27558,0.088718311,0.234381285
27559,0.105029618,0.712186241
27560,0.291770839,0.755487756
27561,0.432602601,0.798025837
27562,0.244861523,0.626279514
27563,0.201942799,0.583370302
27564,0.210104495,0.458583741
27565,0.117244615,0.295659979
27566,0.197233615,0.217602604
27567,0.141987189,0.647298901
27568,0.486554399,0.955345746
27569,0.206898712,0.552419947
27570,0.470602485,0.746893633
27571,0.073065433,0.071919505
27572,0.005741384,0.021543178
27573,0.016230561,0.250751283
27574,0.332567447,0.426702086
27575,0.010768255,0.177743054
27576,0.032387846,0.126156728
27577,0.177208569,0.60424519
27578,0.191398246,0.519262441
27579,0.126433845,0.631640229
27580,0.106065314,0.620284983
27581,0.111646989,0.139954002
27582,0.068677874,0.121224722
27583,0.118198594,0.256220276
27584,0.498906772,0.43962432
27585,0.229162133,0.428514949
27586,0.72642614,0.876137247
27587,0.069629211,0.674221556
27588,0.085538812,0.228918755
27589,0.07715581,0.325289309
27590,0.241086021,0.33308996
27591,0.28665059,0.818591277
27592,0.029515104,0.04422231
27593,0.04246232,0.090562305
27594,0.253081549,0.623095657
27595,0.028372486,0.131013975
27596,0.072733524,0.211974926
27597,0.099740171,0.289997158
27598,0.033552238,0.099360757
27599,0.633113272,0.833948483
27600,0.052901563,0.546140661
27601,0.009682774,0.805441
27602,0.725129212,0.874416633
27603,0.048310496,0.058096472
27604,0.011837023,0.178050734
27605,0.444109338,0.59877708
27606,0.1288537,0.275774256
27607,0.600674133,0.520779566
27608,0.172649795,0.496281811
27609,0.370377291,0.821304933
27610,0.333914448,0.591376931
27611,0.141320924,0.058850562
27612,0.05170225,0.748658494
27613,0.813844944,0.957009477
27614,0.061144027,0.223272342
27615,0.161560573,0.963661579
27616,0.003400013,0.015814614
27617,0.269894357,0.362018511
27618,0.089049021,0.317778226
27619,0.301276899,0.402625062
27620,0.458377269,0.66088631
27621,0.147262442,0.528245852
27622,0.546403008,0.953323025
27623,0.263352159,0.81436005
27624,0.123155308,0.823363698
27625,0.061423371,0.371447988
27626,0.010567187,0.109304843
27627,0.818227861,0.86975825
27628,0.0532817,0.799843712
27629,0.009799841,0.060519561
27630,0.282708359,0.819279681
27631,0.139633506,0.390024833
27632,0.021116625,0.179525561
27633,0.442613764,0.694815128
27634,0.074153449,0.206010492
27635,0.092567873,0.3655084
27636,0.225313805,0.927632741
